subject_id;subject_source;object_source;predicate_id;object_id;subject_label;object_label;confidence;tool;cardinality;mapping_justification
http://w3id.org/CEON/ontology/actorODP/Role;http://w3id.org/CEON/ontology/full/0.1;/Users/huali50/Documents/project/Onto-Deside/input_ontologies/37-Z-BRE4K.owl;;http://www.Z-bre4k.org/ontology#3_2;Role;3_2;0.9306;AML;=;
http://w3id.org/CEON/ontology/material/ChemicalEntity;http://w3id.org/CEON/ontology/full/0.1;/Users/huali50/Documents/project/Onto-Deside/input_ontologies/37-Z-BRE4K.owl;;http://www.Z-bre4k.org/ontology#1_1;ChemicalEntity;1_1;0.8375;AML;=;
http://w3id.org/CEON/ontology/actor/ProcessParticipation;http://w3id.org/CEON/ontology/full/0.1;/Users/huali50/Documents/project/Onto-Deside/input_ontologies/37-Z-BRE4K.owl;;http://www.Z-bre4k.org/ontology#2_2_3;ProcessParticipation;2_2_3;0.6979;AML;=;
http://w3id.org/CEON/ontology/actorODP/ResourceParticipation;http://w3id.org/CEON/ontology/full/0.1;/Users/huali50/Documents/project/Onto-Deside/input_ontologies/37-Z-BRE4K.owl;;http://www.Z-bre4k.org/ontology#2_1;ResourceParticipation;2_1;0.6979;AML;=;
http://w3id.org/CEON/ontology/actor/ActorProcessRole;http://w3id.org/CEON/ontology/full/0.1;/Users/huali50/Documents/project/Onto-Deside/input_ontologies/37-Z-BRE4K.owl;;http://www.Z-bre4k.org/ontology#2_2_3_1;ActorProcessRole;2_2_3_1;0.6204;AML;=;
http://w3id.org/CEON/ontology/actor/ActorResourceRole;http://w3id.org/CEON/ontology/full/0.1;/Users/huali50/Documents/project/Onto-Deside/input_ontologies/37-Z-BRE4K.owl;;http://www.Z-bre4k.org/ontology#3_2_2;ActorResourceRole;3_2_2;0.6204;AML;=;
