subject_id;subject_source;object_source;predicate_id;object_id;subject_label;object_label;confidence;tool;cardinality;mapping_justification
http://www.w3.org/ns/prov#Entity;http://w3id.org/CEON/ontology/full/0.1;/Users/huali50/Documents/project/Onto-Deside/input_ontologies/7-BWMD-DOMAIN.owl;;http://purl.obolibrary.org/obo/BFO_0000001;Entity;BFO_0000001;0.9643;AML;=;
http://w3id.org/CEON/ontology/process/Energy;http://w3id.org/CEON/ontology/full/0.1;/Users/huali50/Documents/project/Onto-Deside/input_ontologies/7-BWMD-DOMAIN.owl;;https://www.materials.fraunhofer.de/ontologies/BWMD_ontology/mid#BWMD_00086;Energy;BWMD_00086;0.9562;AML;=;
http://www.w3.org/ns/prov#Person;http://w3id.org/CEON/ontology/full/0.1;/Users/huali50/Documents/project/Onto-Deside/input_ontologies/7-BWMD-DOMAIN.owl;;https://www.materials.fraunhofer.de/ontologies/BWMD_ontology/mid#BWMD_00004;Person;BWMD_00004;0.9472;AML;=;
http://w3id.org/CEON/ontology/processODP/ProcessExecution;http://w3id.org/CEON/ontology/full/0.1;/Users/huali50/Documents/project/Onto-Deside/input_ontologies/7-BWMD-DOMAIN.owl;;https://www.materials.fraunhofer.de/ontologies/BWMD_ontology/domain#BWMD_00460;ProcessExecution;BWMD_00460;0.9411;AML;=;
http://w3id.org/CEON/ontology/actorODP/Role;http://w3id.org/CEON/ontology/full/0.1;/Users/huali50/Documents/project/Onto-Deside/input_ontologies/7-BWMD-DOMAIN.owl;;http://purl.obolibrary.org/obo/BFO_0000023;Role;BFO_0000023;0.9306;AML;=;
http://www.w3.org/ns/prov#Role;http://w3id.org/CEON/ontology/full/0.1;/Users/huali50/Documents/project/Onto-Deside/input_ontologies/7-BWMD-DOMAIN.owl;;http://purl.obolibrary.org/obo/BFO_0000023;Role;BFO_0000023;0.9306;AML;=;
http://w3id.org/CEON/ontology/processODP/Process;http://w3id.org/CEON/ontology/full/0.1;/Users/huali50/Documents/project/Onto-Deside/input_ontologies/7-BWMD-DOMAIN.owl;;http://purl.obolibrary.org/obo/BFO_0000015;Process;BFO_0000015;0.9306;AML;=;
http://w3id.org/CEON/ontology/process/Process;http://w3id.org/CEON/ontology/full/0.1;/Users/huali50/Documents/project/Onto-Deside/input_ontologies/7-BWMD-DOMAIN.owl;;http://purl.obolibrary.org/obo/BFO_0000015;Process;BFO_0000015;0.9306;AML;=;
http://w3id.org/CEON/ontology/material/Material;http://w3id.org/CEON/ontology/full/0.1;/Users/huali50/Documents/project/Onto-Deside/input_ontologies/7-BWMD-DOMAIN.owl;;https://www.materials.fraunhofer.de/ontologies/BWMD_ontology/mid#BWMD_00120;Material;BWMD_00120;0.8751;AML;=;
http://w3id.org/CEON/ontology/process/ManufacturingProcess;http://w3id.org/CEON/ontology/full/0.1;/Users/huali50/Documents/project/Onto-Deside/input_ontologies/7-BWMD-DOMAIN.owl;;https://www.materials.fraunhofer.de/ontologies/BWMD_ontology/mid#BWMD_00117;ManufacturingProcess;BWMD_00117;0.6866;AML;=;
http://w3id.org/CEON/ontology/processODP/Transformation;http://w3id.org/CEON/ontology/full/0.1;/Users/huali50/Documents/project/Onto-Deside/input_ontologies/7-BWMD-DOMAIN.owl;;https://www.materials.fraunhofer.de/ontologies/BWMD_ontology/mid#BWMD_00064;Transformation;BWMD_00064;0.6317;AML;=;
