subject_id;subject_source;object_source;predicate_id;object_id;subject_label;object_label;confidence;tool;cardinality;mapping_justification
https://github.com/linmor-sys/BCAO.owl#Material;https://github.com/linmor-sys/BCAO.owl;https://github.com/linmor-sys/BCAO.owl;;http://ontorion.com/namespace#Material;Material;Material;0.7;LogMap;=;
https://github.com/linmor-sys/BCAO.owl#Product;https://github.com/linmor-sys/BCAO.owl;https://github.com/linmor-sys/BCAO.owl;;http://ontorion.com/namespace#Product;Product;Product;0.7;LogMap;=;
https://github.com/linmor-sys/BCAO.owl#Product;https://github.com/linmor-sys/BCAO.owl;https://github.com/linmor-sys/BCAO.owl;;http://ontorion.com/namespace#Production;Product;Production;0.51;LogMap;=;
