subject_id;subject_source;object_source;predicate_id;object_id;subject_label;object_label;confidence;tool;cardinality;mapping_justification
http://w3id.org/CEON/ontology/material/ChemicalEntity;http://w3id.org/CEON/ontology/full/0.1;http://purl.unep.org/sdg/sdgio.owl;;http://purl.obolibrary.org/obo/CHEBI_24431;ChemicalEntity;CHEBI_24431;0.9573;AML;=;
http://www.w3.org/ns/prov#Entity;http://w3id.org/CEON/ontology/full/0.1;http://purl.unep.org/sdg/sdgio.owl;;http://purl.obolibrary.org/obo/BFO_0000001;Entity;BFO_0000001;0.9481;AML;=;
http://www.w3.org/ns/prov#Organization;http://w3id.org/CEON/ontology/full/0.1;http://purl.unep.org/sdg/sdgio.owl;;http://purl.obolibrary.org/obo/OBI_0000245;Organization;OBI_0000245;0.946;AML;=;
http://www.w3.org/ns/prov#Plan;http://w3id.org/CEON/ontology/full/0.1;http://purl.unep.org/sdg/sdgio.owl;;http://purl.obolibrary.org/obo/OBI_0000260;Plan;OBI_0000260;0.9433;AML;=;
http://w3id.org/CEON/ontology/process/ManufacturingProcess;http://w3id.org/CEON/ontology/full/0.1;http://purl.unep.org/sdg/sdgio.owl;;http://purl.obolibrary.org/obo/ENVO_01000993;ManufacturingProcess;ENVO_01000993;0.9432;AML;=;
http://w3id.org/CEON/ontology/actorODP/Role;http://w3id.org/CEON/ontology/full/0.1;http://purl.unep.org/sdg/sdgio.owl;;http://purl.obolibrary.org/obo/BFO_0000023;Role;BFO_0000023;0.9306;AML;=;
http://w3id.org/CEON/ontology/actorODP/Role;http://w3id.org/CEON/ontology/full/0.1;http://purl.unep.org/sdg/sdgio.owl;;http://purl.obolibrary.org/obo/CHEBI_50906;Role;CHEBI_50906;0.9306;AML;=;
http://www.w3.org/ns/prov#Role;http://w3id.org/CEON/ontology/full/0.1;http://purl.unep.org/sdg/sdgio.owl;;http://purl.obolibrary.org/obo/BFO_0000023;Role;BFO_0000023;0.9306;AML;=;
http://www.w3.org/ns/prov#Role;http://w3id.org/CEON/ontology/full/0.1;http://purl.unep.org/sdg/sdgio.owl;;http://purl.obolibrary.org/obo/CHEBI_50906;Role;CHEBI_50906;0.9306;AML;=;
http://w3id.org/CEON/ontology/material/MolecularEntity;http://w3id.org/CEON/ontology/full/0.1;http://purl.unep.org/sdg/sdgio.owl;;http://purl.obolibrary.org/obo/CHEBI_23367;MolecularEntity;CHEBI_23367;0.9306;AML;=;
http://w3id.org/CEON/ontology/resourceODP/Resource;http://w3id.org/CEON/ontology/full/0.1;http://purl.unep.org/sdg/sdgio.owl;;http://purl.unep.org/sdg/SDGIO_00000013;Resource;SDGIO_00000013;0.9306;AML;=;
http://w3id.org/CEON/ontology/processODP/Process;http://w3id.org/CEON/ontology/full/0.1;http://purl.unep.org/sdg/sdgio.owl;;http://purl.obolibrary.org/obo/BFO_0000015;Process;BFO_0000015;0.9306;AML;=;
http://w3id.org/CEON/ontology/process/Process;http://w3id.org/CEON/ontology/full/0.1;http://purl.unep.org/sdg/sdgio.owl;;http://purl.obolibrary.org/obo/BFO_0000015;Process;BFO_0000015;0.9306;AML;=;
http://www.w3.org/ns/prov#Location;http://w3id.org/CEON/ontology/full/0.1;http://purl.unep.org/sdg/sdgio.owl;;http://purl.obolibrary.org/obo/PATO_0000140;Location;PATO_0000140;0.8613;AML;=;
http://w3id.org/CEON/ontology/process/DeconstructionProcess;http://w3id.org/CEON/ontology/full/0.1;http://purl.unep.org/sdg/sdgio.owl;;http://purl.obolibrary.org/obo/ENVO_01000996;DeconstructionProcess;ENVO_01000996;0.709;AML;=;
http://w3id.org/CEON/ontology/process/ServiceProcess;http://w3id.org/CEON/ontology/full/0.1;http://purl.unep.org/sdg/sdgio.owl;;http://purl.obolibrary.org/obo/OBI_0001173;ServiceProcess;OBI_0001173;0.6177;AML;=;
http://w3id.org/CEON/ontology/process/ProductionProcess;http://w3id.org/CEON/ontology/full/0.1;http://purl.unep.org/sdg/sdgio.owl;;http://purl.unep.org/sdg/SDGIO_00010001;ProductionProcess;SDGIO_00010001;0.6174;AML;=;
http://w3id.org/CEON/ontology/actor/ActorResourceRole;http://w3id.org/CEON/ontology/full/0.1;http://purl.unep.org/sdg/sdgio.owl;;http://purl.unep.org/sdg/SDGIO_00010017;ActorResourceRole;SDGIO_00010017;0.6153;AML;=;
