subject_id;subject_source;subject_label;predicate_id;object_id;object_source;object_label;cardinality;mapping_justification
http://w3id.org/CEON/ontology/datasheet/DataSheet;http://w3id.org/CEON/ontology/datasheet/;DataSheet;http://www.w3.org/2004/02/skos/core#relatedMatch;http://emmo.info/emmo#EMMO_4db96fb7_e9e0_466d_942b_f6f17bfdc145;http://emmo.info/emmo;DigitalData;1:n;ManualCuration
http://w3id.org/CEON/ontology/provenance/Statement;http://w3id.org/CEON/ontology/provenance/;Statement;http://www.w3.org/2004/02/skos/core#relatedMatch;http://emmo.info/emmo#EMMO_64c72d00_7582_44ea_a0b5_3a14e50acc36;http://emmo.info/emmo;Information;1:n;ManualCuration
http://w3id.org/CEON/ontology/processODP/Process;http://w3id.org/CEON/ontology/processODP/;Process;http://www.w3.org/2004/02/skos/core#relatedMatch;http://emmo.info/emmo#EMMO_43e9a05d_98af_41b4_92f6_00f79a09bfce;http://emmo.info/emmo;Process;1:n;ManualCuration
http://w3id.org/CEON/ontology/material/Material;http://w3id.org/CEON/ontology/material/;Material;http://www.w3.org/2004/02/skos/core#exactMatch;http://emmo.info/emmo#EMMO_4207e895_8b83_4318_996a_72cfb32acd94;http://emmo.info/emmo;Material;1:1;ManualCuration
http://w3id.org/CEON/ontology/material/Matter;http://w3id.org/CEON/ontology/material/;Matter;http://www.w3.org/2004/02/skos/core#exactMatch;http://emmo.info/emmo#EMMO_5b2222df_4da6_442f_8244_96e9e45887d1;http://emmo.info/emmo;Matter;1:1;ManualCuration
http://w3id.org/CEON/ontology/material/ChemicalEntity;http://w3id.org/CEON/ontology/material/;ChemicalEntity;http://www.w3.org/2004/02/skos/core#exactMatch;http://emmo.info/emmo#EMMO_47338839_6cca_4a8e_b565_3c4d5517e2c0;http://emmo.info/emmo;ChemicalEntity;1:1;ManualCuration
http://w3id.org/CEON/ontology/material/ChemicalSubstance;http://w3id.org/CEON/ontology/material/;ChemicalSubstance;http://www.w3.org/2004/02/skos/core#exactMatch;http://emmo.info/emmo#EMMO_df96cbb6_b5ee_4222_8eab_b3675df24bea;http://emmo.info/emmo;ChemicalSubstance;1:1;ManualCuration
http://w3id.org/CEON/ontology/material/MolecularEntity;http://w3id.org/CEON/ontology/material/;MolecularEntity;http://www.w3.org/2004/02/skos/core#exactMatch;http://emmo.info/emmo#EMMO_21205421_5783_4d3e_81e5_10c5d894a88;http://emmo.info/emmo;MolecularEntity;1:1;ManualCuration
